"age","job","marital","education","default","housing","loan","campaign","poutcome","y"
22,"blue-collar","single","basic.9y","no","no","no",1,"nonexistent","no"
48,"unknown","married","basic.4y","unknown","no","no",1,"nonexistent","no"
35,"blue-collar","married","basic.4y","unknown","no","no",1,"nonexistent","no"
34,"technician","married","professional.course","no","yes","no",2,"nonexistent","no"
50,"blue-collar","married","basic.4y","no","yes","yes",3,"nonexistent","no"
25,"student","single","high.school","no","yes","no",1,"failure","no"
51,"entrepreneur","divorced","university.degree","no","yes","no",1,"failure","no"
32,"student","single","high.school","unknown","yes","no",1,"nonexistent","no"
59,"management","married","university.degree","no","yes","no",3,"success","no"
37,"blue-collar","married","basic.9y","unknown","no","no",1,"nonexistent","no"
40,"blue-collar","married","basic.4y","no","no","no",1,"failure","no"
26,"technician","single","professional.course","no","yes","no",1,"nonexistent","no"
32,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
33,"management","single","university.degree","no","yes","yes",1,"nonexistent","yes"
35,"self-employed","married","basic.4y","unknown","no","no",1,"nonexistent","no"
32,"student","single","university.degree","no","yes","no",12,"nonexistent","no"
35,"admin.","married","high.school","unknown","no","no",3,"nonexistent","no"
31,"technician","single","university.degree","no","yes","no",1,"nonexistent","yes"
38,"blue-collar","married","basic.9y","no","no","no",3,"nonexistent","yes"
30,"student","single","high.school","no","no","no",3,"failure","yes"
32,"services","married","high.school","no","yes","no",2,"nonexistent","yes"
44,"blue-collar","married","basic.9y","no","no","no",3,"nonexistent","no"
35,"admin.","single","university.degree","no","yes","no",8,"nonexistent","no"
48,"blue-collar","married","basic.9y","unknown","no","no",4,"nonexistent","no"
52,"retired","married","university.degree","unknown","no","no",1,"failure","no"
41,"blue-collar","married","basic.9y","no","yes","yes",1,"nonexistent","no"
65,"housemaid","married","basic.4y","no","no","no",2,"nonexistent","no"
43,"services","divorced","high.school","no","no","no",2,"nonexistent","no"
40,"blue-collar","married","professional.course","no","no","yes",1,"failure","no"
30,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
66,"retired","divorced","high.school","no","no","no",1,"failure","no"
44,"services","single","high.school","no","no","no",1,"nonexistent","no"
35,"admin.","married","high.school","no","yes","yes",1,"nonexistent","no"
57,"management","married","university.degree","unknown","no","no",2,"nonexistent","no"
26,"blue-collar","single","basic.6y","no","no","no",2,"nonexistent","no"
39,"unemployed","married","university.degree","no","yes","no",1,"nonexistent","no"
45,"services","married","basic.6y","no","unknown","unknown",10,"nonexistent","no"
35,"technician","single","professional.course","no","yes","no",2,"failure","yes"
42,"housemaid","married","university.degree","no","no","no",4,"failure","no"
36,"admin.","single","university.degree","no","no","no",1,"failure","no"
46,"admin.","single","university.degree","no","no","yes",1,"nonexistent","no"
35,"self-employed","married","university.degree","no","yes","no",3,"nonexistent","no"
24,"admin.","single","high.school","no","yes","no",4,"nonexistent","no"
50,"technician","married","university.degree","no","yes","no",5,"nonexistent","no"
36,"admin.","single","university.degree","no","no","no",6,"nonexistent","no"
39,"technician","single","professional.course","no","no","no",1,"nonexistent","no"
57,"blue-collar","married","basic.4y","unknown","yes","no",3,"nonexistent","no"
42,"blue-collar","married","basic.4y","no","no","no",4,"nonexistent","no"
31,"blue-collar","single","university.degree","no","no","no",3,"nonexistent","no"
41,"admin.","single","unknown","no","yes","yes",3,"nonexistent","yes"
25,"blue-collar","married","basic.4y","no","no","no",2,"nonexistent","no"
58,"blue-collar","married","basic.4y","no","yes","no",6,"nonexistent","no"
33,"self-employed","married","university.degree","no","no","no",5,"nonexistent","no"
42,"technician","single","unknown","no","no","no",4,"nonexistent","no"
41,"management","married","university.degree","unknown","no","no",2,"nonexistent","no"
49,"blue-collar","divorced","basic.6y","no","no","no",1,"nonexistent","no"
44,"blue-collar","married","basic.9y","unknown","yes","no",4,"nonexistent","no"
52,"services","married","university.degree","no","no","no",1,"nonexistent","no"
26,"blue-collar","married","basic.9y","no","no","no",2,"failure","no"
43,"admin.","married","high.school","unknown","no","no",2,"nonexistent","no"
43,"technician","married","university.degree","no","yes","no",4,"nonexistent","no"
26,"housemaid","married","basic.4y","no","yes","no",2,"nonexistent","no"
34,"blue-collar","married","basic.6y","no","yes","no",1,"failure","no"
24,"services","single","high.school","no","no","no",2,"nonexistent","no"
33,"self-employed","single","university.degree","no","no","no",1,"nonexistent","no"
38,"self-employed","single","unknown","no","no","no",8,"nonexistent","no"
31,"blue-collar","married","basic.4y","unknown","no","no",2,"nonexistent","no"
32,"admin.","divorced","university.degree","no","yes","no",1,"nonexistent","no"
25,"self-employed","single","unknown","no","no","no",2,"failure","no"
26,"admin.","single","university.degree","no","no","no",5,"nonexistent","no"
56,"retired","married","basic.4y","no","no","no",2,"nonexistent","no"
38,"blue-collar","married","basic.6y","no","no","no",9,"nonexistent","no"
37,"admin.","married","high.school","no","yes","no",1,"nonexistent","no"
22,"blue-collar","single","basic.9y","no","yes","yes",1,"nonexistent","yes"
50,"blue-collar","married","basic.9y","no","no","no",6,"nonexistent","no"
34,"blue-collar","married","basic.9y","no","no","no",1,"nonexistent","no"
35,"technician","single","university.degree","no","yes","no",2,"nonexistent","no"
48,"services","divorced","basic.9y","no","unknown","unknown",7,"nonexistent","no"
25,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
39,"blue-collar","single","basic.4y","no","no","no",1,"nonexistent","no"
52,"technician","married","professional.course","no","yes","yes",1,"failure","yes"
48,"technician","married","university.degree","no","no","no",1,"nonexistent","no"
44,"blue-collar","single","basic.9y","unknown","yes","no",3,"failure","no"
30,"technician","single","professional.course","no","yes","no",2,"nonexistent","no"
32,"management","married","high.school","no","no","no",1,"nonexistent","no"
52,"unemployed","married","university.degree","no","no","no",1,"failure","no"
44,"blue-collar","single","professional.course","no","no","no",2,"nonexistent","no"
29,"admin.","single","university.degree","no","yes","yes",3,"success","yes"
41,"admin.","married","university.degree","no","no","no",5,"nonexistent","no"
26,"technician","married","high.school","no","yes","no",2,"nonexistent","no"
32,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
31,"admin.","single","university.degree","no","yes","no",2,"nonexistent","no"
29,"admin.","single","basic.9y","unknown","yes","no",1,"nonexistent","no"
58,"blue-collar","married","basic.4y","unknown","yes","no",3,"nonexistent","no"
56,"technician","married","basic.4y","unknown","unknown","unknown",1,"nonexistent","no"
23,"blue-collar","single","professional.course","no","yes","no",3,"failure","no"
50,"technician","married","professional.course","no","yes","no",2,"nonexistent","yes"
29,"admin.","married","university.degree","no","yes","no",1,"nonexistent","yes"
31,"admin.","single","university.degree","no","yes","yes",3,"nonexistent","no"
48,"housemaid","married","basic.4y","no","no","no",1,"nonexistent","no"
27,"blue-collar","single","unknown","no","unknown","unknown",4,"nonexistent","no"
24,"technician","divorced","professional.course","no","no","no",1,"failure","no"
35,"technician","married","high.school","no","no","no",3,"nonexistent","no"
42,"technician","married","university.degree","unknown","no","no",1,"nonexistent","no"
37,"admin.","married","high.school","no","no","no",3,"nonexistent","no"
33,"admin.","married","university.degree","no","yes","no",3,"nonexistent","no"
58,"management","married","university.degree","no","no","no",2,"nonexistent","no"
54,"retired","married","basic.9y","no","yes","no",1,"nonexistent","no"
54,"technician","married","professional.course","no","yes","no",2,"nonexistent","no"
39,"technician","single","professional.course","no","no","no",1,"nonexistent","no"
48,"admin.","married","basic.9y","unknown","no","no",3,"nonexistent","no"
34,"blue-collar","divorced","basic.4y","no","no","no",5,"nonexistent","no"
28,"blue-collar","single","basic.9y","unknown","no","no",3,"nonexistent","no"
30,"admin.","single","high.school","no","no","no",1,"nonexistent","no"
59,"retired","married","professional.course","no","yes","no",8,"nonexistent","no"
29,"admin.","single","high.school","unknown","yes","no",2,"nonexistent","no"
25,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
47,"admin.","divorced","high.school","no","yes","no",1,"failure","no"
32,"admin.","married","university.degree","no","no","yes",3,"nonexistent","no"
30,"blue-collar","married","basic.6y","no","no","no",1,"nonexistent","no"
24,"technician","single","university.degree","no","no","no",1,"nonexistent","no"
58,"entrepreneur","married","high.school","no","no","no",1,"failure","no"
44,"management","married","university.degree","no","no","no",2,"nonexistent","no"
36,"admin.","married","university.degree","no","yes","yes",2,"nonexistent","no"
33,"self-employed","divorced","basic.9y","no","yes","no",1,"nonexistent","no"
31,"blue-collar","single","high.school","no","no","no",6,"nonexistent","no"
38,"admin.","single","university.degree","unknown","yes","no",1,"nonexistent","yes"
35,"management","married","university.degree","no","yes","no",4,"nonexistent","no"
29,"blue-collar","married","basic.9y","no","no","no",2,"nonexistent","no"
58,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
43,"blue-collar","married","basic.4y","no","yes","no",3,"nonexistent","no"
55,"self-employed","married","basic.4y","unknown","unknown","unknown",5,"nonexistent","no"
53,"management","married","university.degree","unknown","yes","no",1,"nonexistent","no"
38,"entrepreneur","married","basic.9y","no","yes","no",3,"nonexistent","no"
36,"technician","single","professional.course","no","no","no",4,"nonexistent","no"
56,"retired","married","professional.course","no","no","no",2,"nonexistent","no"
32,"admin.","married","university.degree","no","no","no",2,"nonexistent","no"
48,"blue-collar","married","basic.9y","no","yes","no",2,"nonexistent","no"
31,"technician","married","university.degree","no","no","no",4,"nonexistent","no"
50,"self-employed","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
38,"services","married","high.school","unknown","yes","no",7,"nonexistent","no"
34,"admin.","single","university.degree","unknown","no","no",16,"nonexistent","no"
41,"blue-collar","married","basic.4y","no","yes","no",1,"failure","no"
51,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
26,"admin.","single","high.school","no","no","no",2,"nonexistent","yes"
34,"admin.","single","university.degree","no","no","no",3,"success","yes"
41,"technician","married","university.degree","unknown","yes","yes",1,"nonexistent","no"
41,"technician","married","professional.course","no","unknown","unknown",1,"success","yes"
26,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
32,"blue-collar","married","basic.6y","unknown","yes","no",1,"nonexistent","yes"
49,"blue-collar","married","basic.6y","unknown","no","yes",1,"nonexistent","no"
39,"technician","married","high.school","no","no","no",2,"nonexistent","no"
38,"blue-collar","married","basic.9y","no","unknown","unknown",4,"nonexistent","no"
52,"retired","divorced","professional.course","no","no","no",2,"nonexistent","no"
57,"self-employed","married","university.degree","no","no","yes",2,"nonexistent","yes"
38,"housemaid","married","university.degree","no","no","no",5,"nonexistent","no"
31,"admin.","married","high.school","no","no","no",2,"failure","no"
57,"blue-collar","married","basic.4y","unknown","no","no",3,"nonexistent","no"
42,"self-employed","married","professional.course","unknown","unknown","unknown",1,"nonexistent","no"
32,"admin.","married","high.school","no","yes","no",1,"nonexistent","no"
31,"blue-collar","married","basic.9y","no","yes","no",2,"nonexistent","no"
32,"entrepreneur","married","high.school","no","yes","no",1,"nonexistent","no"
40,"management","married","unknown","no","yes","no",1,"nonexistent","no"
58,"blue-collar","married","basic.4y","unknown","yes","no",2,"nonexistent","yes"
44,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
46,"entrepreneur","married","unknown","unknown","yes","no",1,"nonexistent","no"
47,"admin.","married","basic.6y","unknown","yes","no",2,"failure","no"
44,"management","married","basic.6y","no","yes","yes",1,"nonexistent","no"
39,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
38,"technician","married","professional.course","no","yes","yes",2,"nonexistent","yes"
59,"blue-collar","married","basic.4y","unknown","no","no",1,"nonexistent","no"
49,"management","divorced","university.degree","no","yes","yes",1,"nonexistent","no"
51,"admin.","married","university.degree","no","no","no",3,"nonexistent","no"
55,"unemployed","married","university.degree","no","yes","no",2,"nonexistent","no"
49,"technician","divorced","high.school","no","yes","no",1,"nonexistent","no"
44,"admin.","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
29,"blue-collar","single","high.school","no","yes","yes",1,"nonexistent","no"
49,"blue-collar","married","unknown","no","no","no",1,"nonexistent","no"
49,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
45,"admin.","divorced","basic.9y","unknown","no","no",3,"nonexistent","no"
39,"blue-collar","married","basic.9y","no","no","no",2,"failure","no"
35,"blue-collar","married","basic.9y","unknown","no","no",2,"nonexistent","no"
55,"entrepreneur","single","unknown","unknown","no","no",1,"nonexistent","yes"
30,"services","single","high.school","no","no","no",2,"nonexistent","no"
26,"management","single","university.degree","unknown","yes","no",1,"nonexistent","no"
37,"technician","single","professional.course","no","yes","no",1,"failure","no"
29,"self-employed","married","basic.6y","unknown","yes","no",1,"nonexistent","no"
54,"blue-collar","married","basic.4y","no","no","no",1,"nonexistent","no"
35,"technician","married","university.degree","no","no","no",3,"nonexistent","no"
41,"technician","single","professional.course","no","yes","no",2,"failure","no"
31,"technician","married","professional.course","no","no","no",2,"nonexistent","no"
30,"admin.","married","university.degree","no","no","no",7,"nonexistent","no"
43,"technician","married","professional.course","no","yes","no",3,"failure","no"
31,"blue-collar","married","professional.course","no","no","no",8,"nonexistent","no"
33,"admin.","single","university.degree","no","yes","no",3,"success","yes"
30,"management","divorced","university.degree","no","no","yes",4,"nonexistent","no"
47,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
32,"services","married","professional.course","no","yes","no",3,"failure","no"
49,"management","married","university.degree","unknown","yes","no",12,"nonexistent","no"
41,"technician","married","high.school","no","yes","no",24,"nonexistent","no"
60,"blue-collar","married","professional.course","no","no","no",3,"nonexistent","no"
42,"services","married","high.school","no","yes","no",1,"nonexistent","no"
39,"services","married","high.school","no","yes","no",2,"success","yes"
52,"admin.","married","unknown","no","no","no",1,"nonexistent","no"
29,"blue-collar","married","basic.6y","no","yes","no",4,"nonexistent","no"
40,"blue-collar","single","professional.course","no","yes","no",1,"nonexistent","no"
30,"services","married","high.school","no","no","no",2,"nonexistent","no"
38,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
37,"admin.","married","high.school","no","no","no",2,"nonexistent","no"
60,"blue-collar","divorced","basic.4y","unknown","no","no",3,"nonexistent","no"
26,"blue-collar","single","basic.9y","no","yes","no",2,"nonexistent","no"
37,"management","married","university.degree","no","no","no",1,"nonexistent","no"
56,"services","married","high.school","unknown","no","yes",3,"nonexistent","no"
44,"technician","married","high.school","no","yes","yes",2,"nonexistent","no"
46,"admin.","married","high.school","no","no","no",2,"failure","no"
59,"admin.","married","university.degree","no","no","no",1,"nonexistent","yes"
52,"services","married","high.school","no","yes","no",5,"nonexistent","no"
40,"technician","divorced","professional.course","no","no","no",4,"nonexistent","no"
44,"services","married","high.school","no","yes","no",3,"nonexistent","no"
35,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
33,"technician","married","professional.course","no","no","no",3,"nonexistent","no"
38,"blue-collar","married","basic.4y","no","yes","no",2,"nonexistent","no"
53,"entrepreneur","married","basic.4y","no","yes","yes",2,"nonexistent","yes"
56,"unemployed","divorced","high.school","no","yes","no",1,"nonexistent","no"
48,"blue-collar","married","high.school","no","yes","no",6,"nonexistent","no"
45,"admin.","divorced","high.school","no","yes","no",2,"nonexistent","no"
56,"admin.","married","university.degree","unknown","no","no",4,"nonexistent","no"
48,"management","married","university.degree","no","yes","no",1,"failure","yes"
62,"admin.","married","high.school","no","no","no",2,"nonexistent","yes"
24,"services","single","high.school","no","no","no",3,"nonexistent","yes"
33,"admin.","single","high.school","no","no","no",1,"nonexistent","no"
49,"technician","divorced","professional.course","no","yes","no",2,"failure","no"
54,"housemaid","married","professional.course","no","no","no",2,"nonexistent","no"
57,"technician","divorced","university.degree","no","no","yes",1,"nonexistent","no"
31,"admin.","single","high.school","no","no","no",1,"nonexistent","no"
51,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
35,"admin.","single","basic.4y","unknown","no","no",3,"nonexistent","no"
50,"technician","single","university.degree","no","yes","no",1,"nonexistent","yes"
30,"admin.","single","university.degree","no","yes","no",1,"failure","no"
30,"blue-collar","married","basic.9y","no","yes","no",2,"nonexistent","no"
32,"blue-collar","married","basic.6y","unknown","no","no",3,"failure","no"
45,"blue-collar","single","high.school","unknown","yes","no",7,"nonexistent","no"
46,"admin.","divorced","high.school","no","yes","no",1,"nonexistent","yes"
48,"blue-collar","married","basic.4y","no","no","no",4,"nonexistent","no"
31,"entrepreneur","single","university.degree","no","no","no",3,"nonexistent","no"
40,"technician","married","university.degree","no","yes","yes",2,"nonexistent","no"
56,"blue-collar","unknown","basic.4y","no","no","no",1,"nonexistent","no"
42,"technician","married","professional.course","no","no","no",1,"nonexistent","yes"
57,"admin.","divorced","university.degree","no","no","no",1,"nonexistent","no"
47,"technician","married","professional.course","unknown","no","no",6,"nonexistent","no"
36,"technician","married","university.degree","no","yes","yes",1,"nonexistent","no"
53,"services","married","high.school","no","no","no",1,"nonexistent","no"
58,"self-employed","married","basic.9y","no","no","no",2,"nonexistent","no"
36,"blue-collar","married","basic.9y","no","unknown","unknown",1,"nonexistent","no"
35,"admin.","single","university.degree","no","yes","no",1,"failure","no"
34,"blue-collar","married","basic.9y","unknown","yes","no",4,"nonexistent","no"
41,"admin.","married","basic.6y","no","no","no",2,"failure","yes"
30,"unknown","married","professional.course","no","no","no",1,"nonexistent","no"
30,"technician","single","professional.course","no","yes","no",3,"nonexistent","no"
37,"services","single","high.school","no","yes","no",9,"nonexistent","no"
53,"services","married","basic.9y","no","yes","no",2,"nonexistent","no"
34,"services","unknown","high.school","no","yes","yes",2,"failure","no"
28,"admin.","single","university.degree","no","yes","no",4,"failure","no"
29,"entrepreneur","single","university.degree","no","no","no",1,"nonexistent","no"
44,"admin.","married","university.degree","no","yes","no",4,"nonexistent","no"
56,"retired","married","high.school","no","yes","yes",2,"nonexistent","yes"
31,"services","single","high.school","no","no","no",35,"nonexistent","no"
40,"blue-collar","single","basic.9y","no","yes","no",3,"nonexistent","no"
47,"blue-collar","married","high.school","no","yes","yes",6,"success","no"
37,"management","single","university.degree","no","no","no",1,"failure","no"
57,"retired","married","university.degree","no","yes","no",1,"nonexistent","no"
37,"blue-collar","single","professional.course","no","no","no",3,"nonexistent","no"
52,"self-employed","single","basic.4y","unknown","yes","no",1,"nonexistent","no"
34,"admin.","single","university.degree","no","no","yes",3,"nonexistent","no"
43,"services","married","high.school","no","no","yes",1,"nonexistent","no"
34,"blue-collar","single","unknown","no","no","no",2,"nonexistent","no"
49,"admin.","married","university.degree","no","no","no",1,"failure","no"
25,"admin.","single","high.school","no","yes","no",3,"nonexistent","no"
38,"services","married","high.school","no","no","yes",1,"nonexistent","no"
40,"unemployed","divorced","high.school","no","no","yes",1,"nonexistent","no"
31,"technician","single","university.degree","no","no","no",1,"failure","no"
29,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
57,"admin.","married","university.degree","no","yes","no",10,"nonexistent","no"
38,"management","married","university.degree","no","no","no",1,"nonexistent","no"
48,"admin.","single","university.degree","no","yes","no",2,"nonexistent","no"
32,"admin.","single","university.degree","no","no","no",1,"nonexistent","yes"
30,"self-employed","married","university.degree","no","yes","no",2,"nonexistent","no"
52,"retired","divorced","basic.4y","unknown","yes","yes",2,"nonexistent","no"
34,"services","divorced","high.school","no","no","no",1,"nonexistent","no"
60,"blue-collar","married","basic.4y","no","yes","no",2,"success","no"
37,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
47,"technician","divorced","high.school","no","yes","no",5,"nonexistent","no"
57,"admin.","married","unknown","no","yes","no",2,"nonexistent","yes"
28,"admin.","married","university.degree","no","yes","no",3,"failure","no"
61,"admin.","married","university.degree","unknown","yes","no",2,"nonexistent","yes"
33,"admin.","married","university.degree","no","yes","no",1,"failure","yes"
36,"technician","married","professional.course","no","no","no",9,"nonexistent","no"
53,"services","married","basic.9y","unknown","yes","no",4,"nonexistent","no"
36,"blue-collar","married","unknown","no","no","no",2,"nonexistent","no"
31,"self-employed","married","university.degree","no","yes","yes",1,"nonexistent","no"
44,"management","divorced","basic.9y","unknown","yes","no",2,"nonexistent","no"
37,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
32,"technician","single","university.degree","no","yes","yes",2,"nonexistent","no"
44,"blue-collar","married","high.school","unknown","yes","no",3,"nonexistent","no"
29,"management","single","university.degree","no","yes","no",2,"failure","no"
37,"management","divorced","unknown","no","no","yes",1,"failure","no"
48,"retired","married","basic.4y","unknown","no","yes",2,"nonexistent","no"
33,"services","single","university.degree","no","yes","no",2,"success","yes"
38,"blue-collar","married","basic.6y","unknown","yes","no",1,"nonexistent","no"
41,"blue-collar","married","basic.4y","unknown","no","no",3,"nonexistent","no"
57,"housemaid","married","basic.4y","no","yes","no",3,"nonexistent","no"
35,"blue-collar","married","basic.9y","no","no","no",3,"nonexistent","no"
34,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
50,"entrepreneur","married","basic.9y","no","yes","no",2,"nonexistent","no"
49,"management","married","university.degree","no","no","no",1,"failure","no"
28,"blue-collar","married","basic.9y","no","no","no",1,"nonexistent","no"
53,"admin.","single","unknown","unknown","no","no",1,"nonexistent","no"
52,"admin.","married","professional.course","no","yes","yes",2,"success","no"
35,"admin.","single","professional.course","unknown","yes","no",4,"nonexistent","no"
65,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
26,"blue-collar","married","basic.9y","no","yes","no",3,"nonexistent","no"
56,"blue-collar","divorced","basic.9y","no","yes","yes",3,"nonexistent","no"
39,"housemaid","married","basic.9y","no","yes","no",4,"nonexistent","no"
23,"admin.","single","high.school","no","yes","no",3,"nonexistent","no"
32,"admin.","single","university.degree","no","no","no",2,"nonexistent","no"
35,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
50,"management","married","university.degree","no","no","no",1,"nonexistent","no"
52,"management","married","professional.course","no","unknown","unknown",2,"nonexistent","no"
58,"retired","divorced","university.degree","no","yes","no",4,"nonexistent","no"
37,"blue-collar","divorced","professional.course","no","yes","no",1,"nonexistent","no"
34,"admin.","single","university.degree","no","no","no",1,"success","yes"
54,"technician","married","professional.course","no","yes","no",3,"nonexistent","no"
60,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
30,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
34,"blue-collar","married","basic.9y","no","no","no",1,"failure","no"
30,"blue-collar","married","high.school","no","yes","no",3,"nonexistent","no"
43,"blue-collar","married","basic.9y","unknown","yes","no",2,"nonexistent","no"
37,"blue-collar","married","basic.4y","no","yes","no",3,"nonexistent","no"
34,"technician","married","high.school","no","no","no",1,"failure","no"
30,"admin.","married","high.school","no","unknown","unknown",1,"failure","no"
31,"technician","married","basic.6y","no","yes","no",8,"failure","no"
41,"services","married","high.school","no","yes","no",2,"nonexistent","yes"
48,"admin.","married","university.degree","no","no","no",2,"nonexistent","no"
21,"student","single","high.school","no","no","no",1,"nonexistent","yes"
42,"admin.","married","unknown","no","no","no",1,"nonexistent","no"
38,"blue-collar","married","basic.6y","no","yes","no",1,"nonexistent","no"
42,"self-employed","married","university.degree","no","yes","no",5,"nonexistent","no"
40,"technician","married","professional.course","unknown","yes","no",1,"nonexistent","no"
33,"admin.","married","university.degree","no","no","no",2,"nonexistent","no"
37,"admin.","divorced","university.degree","unknown","yes","no",1,"nonexistent","no"
37,"blue-collar","married","high.school","unknown","no","no",14,"nonexistent","no"
38,"blue-collar","single","high.school","no","no","no",1,"failure","yes"
52,"management","divorced","university.degree","no","no","no",1,"nonexistent","no"
44,"technician","single","professional.course","no","yes","no",3,"nonexistent","no"
38,"technician","single","high.school","no","no","no",1,"nonexistent","no"
24,"services","single","high.school","no","yes","no",1,"nonexistent","no"
32,"technician","single","professional.course","no","yes","yes",1,"nonexistent","no"
32,"services","married","high.school","no","no","no",1,"nonexistent","no"
44,"services","married","unknown","no","no","yes",1,"nonexistent","yes"
39,"services","single","university.degree","unknown","yes","no",3,"nonexistent","no"
57,"blue-collar","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
50,"admin.","married","university.degree","no","yes","no",1,"nonexistent","yes"
50,"services","married","basic.4y","unknown","yes","no",1,"nonexistent","yes"
36,"management","married","university.degree","unknown","yes","yes",4,"nonexistent","no"
40,"services","divorced","high.school","no","no","no",2,"nonexistent","no"
47,"blue-collar","married","basic.6y","no","yes","yes",1,"nonexistent","no"
36,"student","single","unknown","unknown","yes","no",2,"nonexistent","no"
33,"admin.","single","high.school","no","yes","no",1,"nonexistent","no"
27,"admin.","single","high.school","no","yes","no",1,"nonexistent","no"
60,"retired","married","university.degree","unknown","no","no",2,"nonexistent","no"
37,"entrepreneur","married","university.degree","unknown","yes","no",1,"nonexistent","no"
35,"management","married","high.school","no","yes","no",1,"nonexistent","no"
49,"admin.","married","basic.4y","no","yes","no",3,"nonexistent","no"
40,"admin.","divorced","university.degree","no","no","no",5,"nonexistent","no"
43,"blue-collar","married","basic.9y","unknown","yes","no",1,"nonexistent","no"
47,"admin.","married","university.degree","no","no","no",1,"success","yes"
33,"management","married","university.degree","no","no","no",3,"nonexistent","no"
40,"admin.","single","high.school","no","no","no",1,"nonexistent","no"
58,"blue-collar","married","basic.4y","unknown","yes","no",2,"nonexistent","no"
46,"technician","divorced","professional.course","no","yes","no",5,"nonexistent","no"
38,"blue-collar","married","basic.6y","no","yes","no",2,"nonexistent","no"
47,"services","divorced","high.school","no","no","no",1,"nonexistent","no"
59,"admin.","married","professional.course","no","yes","yes",1,"nonexistent","no"
35,"services","married","basic.9y","no","no","yes",1,"nonexistent","no"
29,"admin.","single","university.degree","no","yes","no",5,"nonexistent","no"
50,"management","married","professional.course","no","yes","no",1,"failure","no"
39,"management","divorced","university.degree","no","yes","no",6,"failure","no"
32,"admin.","single","professional.course","no","no","yes",4,"nonexistent","no"
31,"technician","married","university.degree","no","no","yes",2,"nonexistent","no"
24,"services","married","high.school","no","yes","no",6,"nonexistent","no"
41,"services","married","high.school","unknown","yes","yes",1,"nonexistent","no"
22,"services","single","high.school","no","yes","no",2,"nonexistent","no"
28,"self-employed","single","university.degree","no","no","no",2,"nonexistent","no"
41,"admin.","married","basic.9y","no","yes","no",3,"nonexistent","no"
36,"blue-collar","married","basic.9y","unknown","no","no",1,"nonexistent","no"
53,"admin.","divorced","university.degree","no","yes","no",1,"failure","no"
28,"entrepreneur","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
62,"management","divorced","high.school","no","no","no",1,"nonexistent","yes"
52,"admin.","divorced","university.degree","unknown","yes","yes",9,"nonexistent","no"
28,"admin.","divorced","university.degree","no","yes","no",1,"nonexistent","yes"
29,"blue-collar","single","basic.6y","no","no","no",2,"nonexistent","no"
39,"blue-collar","divorced","basic.9y","no","yes","no",6,"nonexistent","no"
39,"technician","single","university.degree","unknown","no","yes",1,"nonexistent","yes"
60,"admin.","married","professional.course","no","yes","no",1,"nonexistent","yes"
33,"technician","married","professional.course","no","yes","no",3,"nonexistent","no"
32,"blue-collar","married","basic.6y","no","no","yes",2,"nonexistent","no"
49,"self-employed","married","professional.course","no","yes","no",1,"nonexistent","no"
31,"admin.","married","high.school","no","no","no",3,"nonexistent","no"
27,"housemaid","married","high.school","no","yes","no",2,"nonexistent","no"
38,"services","married","high.school","no","no","no",2,"nonexistent","no"
31,"admin.","married","university.degree","no","no","no",3,"nonexistent","no"
40,"management","single","high.school","no","no","no",4,"nonexistent","no"
28,"admin.","married","high.school","no","yes","no",5,"nonexistent","yes"
56,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
35,"admin.","single","university.degree","no","no","no",2,"nonexistent","no"
56,"management","married","basic.9y","no","yes","yes",2,"failure","no"
35,"technician","divorced","professional.course","no","yes","no",2,"nonexistent","no"
46,"admin.","divorced","basic.9y","no","yes","no",1,"failure","no"
32,"blue-collar","married","basic.9y","no","yes","yes",1,"nonexistent","no"
45,"services","single","unknown","no","no","no",1,"nonexistent","yes"
34,"management","divorced","basic.6y","unknown","yes","no",5,"nonexistent","no"
56,"housemaid","divorced","basic.4y","no","yes","no",1,"failure","no"
